level_t,learn_cnt,a_t_minus_5,a_t_minus_4,a_t_minus_3,a_t_minus_2,a_t_minus_1,a_t
1,3,1.0,1.0,1.0,1.0,0.0,0
1,3,1.0,1.0,1.0,0.0,0.0,1
2,3,1.0,1.0,0.0,0.0,1.0,0
2,4,1.0,0.0,0.0,1.0,0.0,0
2,5,0.0,0.0,1.0,0.0,0.0,1
2,5,0.0,1.0,0.0,0.0,1.0,1
2,5,1.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,0
2,6,0.0,1.0,1.0,0.0,0.0,1
2,6,1.0,1.0,0.0,0.0,1.0,0
2,7,1.0,0.0,0.0,1.0,0.0,0
2,7,0.0,0.0,1.0,0.0,0.0,1
2,7,0.0,1.0,0.0,0.0,1.0,1
2,7,1.0,0.0,0.0,1.0,1.0,0
2,7,0.0,0.0,1.0,1.0,0.0,1
3,7,0.0,1.0,1.0,0.0,1.0,0
3,7,1.0,1.0,0.0,1.0,0.0,0
3,7,1.0,0.0,1.0,0.0,0.0,1
3,7,0.0,1.0,0.0,0.0,1.0,0
3,7,1.0,0.0,0.0,1.0,0.0,0
3,7,0.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,1
3,7,1.0,0.0,0.0,0.0,1.0,0
3,7,0.0,0.0,0.0,1.0,0.0,0
3,8,0.0,0.0,1.0,0.0,0.0,1
3,8,0.0,1.0,0.0,0.0,1.0,0
3,9,1.0,0.0,0.0,1.0,0.0,0
3,10,0.0,0.0,1.0,0.0,0.0,0
3,10,0.0,1.0,0.0,0.0,0.0,1
3,10,1.0,0.0,0.0,0.0,1.0,0
3,10,0.0,0.0,0.0,1.0,0.0,1
3,10,0.0,0.0,1.0,0.0,1.0,1
1,0,,,,,,1
1,0,,,,,1.0,0
1,0,,,,1.0,0.0,1
1,0,,,1.0,0.0,1.0,1
1,0,,1.0,0.0,1.0,1.0,1
1,0,1.0,0.0,1.0,1.0,1.0,1
1,0,0.0,1.0,1.0,1.0,1.0,0
1,1,1.0,1.0,1.0,1.0,0.0,1
1,1,1.0,1.0,1.0,0.0,1.0,1
1,1,1.0,1.0,0.0,1.0,1.0,0
1,2,1.0,0.0,1.0,1.0,0.0,0
2,3,0.0,1.0,1.0,0.0,0.0,0
2,3,1.0,1.0,0.0,0.0,0.0,0
2,3,1.0,0.0,0.0,0.0,0.0,0
2,4,0.0,0.0,0.0,0.0,0.0,1
2,4,0.0,0.0,0.0,0.0,1.0,1
2,4,0.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,1
2,5,0.0,1.0,1.0,0.0,1.0,1
2,5,1.0,1.0,0.0,1.0,1.0,0
2,6,1.0,0.0,1.0,1.0,0.0,1
2,6,0.0,1.0,1.0,0.0,1.0,1
2,6,1.0,1.0,0.0,1.0,1.0,0
3,7,1.0,0.0,1.0,1.0,0.0,1
3,7,0.0,1.0,1.0,0.0,1.0,0
3,7,1.0,1.0,0.0,1.0,0.0,1
3,7,1.0,0.0,1.0,0.0,1.0,0
3,7,0.0,1.0,0.0,1.0,0.0,1
3,7,1.0,0.0,1.0,0.0,1.0,1
3,7,0.0,1.0,0.0,1.0,1.0,1
3,7,1.0,0.0,1.0,1.0,1.0,0
3,8,0.0,1.0,1.0,1.0,0.0,1
3,8,1.0,1.0,1.0,0.0,1.0,0
3,8,1.0,1.0,0.0,1.0,0.0,0
1,0,,,,,,1
1,0,,,,,1.0,0
1,1,,,,1.0,0.0,1
1,1,,,1.0,0.0,1.0,1
1,1,,1.0,0.0,1.0,1.0,1
1,1,1.0,0.0,1.0,1.0,1.0,1
1,1,0.0,1.0,1.0,1.0,1.0,1
1,1,1.0,1.0,1.0,1.0,1.0,0
1,1,1.0,1.0,1.0,1.0,0.0,0
1,1,1.0,1.0,1.0,0.0,0.0,0
1,1,1.0,1.0,0.0,0.0,0.0,0
1,2,1.0,0.0,0.0,0.0,0.0,0
1,3,0.0,0.0,0.0,0.0,0.0,0
1,3,0.0,0.0,0.0,0.0,0.0,0
2,4,0.0,0.0,0.0,0.0,0.0,1
2,4,0.0,0.0,0.0,0.0,1.0,1
2,4,0.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,0
2,5,0.0,1.0,1.0,0.0,0.0,1
2,5,1.0,1.0,0.0,0.0,1.0,1
2,5,1.0,0.0,0.0,1.0,1.0,1
2,5,0.0,0.0,1.0,1.0,1.0,0
2,5,0.0,1.0,1.0,1.0,0.0,0
2,6,1.0,1.0,1.0,0.0,0.0,1
2,6,1.0,1.0,0.0,0.0,1.0,0
2,6,1.0,0.0,0.0,1.0,0.0,0
2,7,0.0,0.0,1.0,0.0,0.0,1
3,7,0.0,1.0,0.0,0.0,1.0,1
3,7,1.0,0.0,0.0,1.0,1.0,1
3,7,0.0,0.0,1.0,1.0,1.0,0
3,7,0.0,1.0,1.0,1.0,0.0,0
3,7,1.0,1.0,1.0,0.0,0.0,1
3,7,1.0,1.0,0.0,0.0,1.0,1
3,7,1.0,0.0,0.0,1.0,1.0,1
3,7,0.0,0.0,1.0,1.0,1.0,1
3,7,0.0,1.0,1.0,1.0,1.0,0
3,8,1.0,1.0,1.0,1.0,0.0,0
3,8,1.0,1.0,1.0,0.0,0.0,0
3,8,1.0,1.0,0.0,0.0,0.0,0
1,0,,,,,,0
1,0,,,,,0.0,1
1,0,,,,0.0,1.0,0
1,1,,,0.0,1.0,0.0,1
1,1,,0.0,1.0,0.0,1.0,1
1,1,0.0,1.0,0.0,1.0,1.0,1
1,1,1.0,0.0,1.0,1.0,1.0,1
1,1,0.0,1.0,1.0,1.0,1.0,0
1,2,1.0,1.0,1.0,1.0,0.0,0
1,2,1.0,1.0,1.0,0.0,0.0,1
1,2,1.0,1.0,0.0,0.0,1.0,0
1,2,1.0,0.0,0.0,1.0,0.0,0
1,3,0.0,0.0,1.0,0.0,0.0,0
2,4,0.0,1.0,0.0,0.0,0.0,1
2,4,1.0,0.0,0.0,0.0,1.0,0
2,4,0.0,0.0,0.0,1.0,0.0,0
2,5,0.0,0.0,1.0,0.0,0.0,0
2,5,0.0,1.0,0.0,0.0,0.0,0
2,6,1.0,0.0,0.0,0.0,0.0,0
2,7,0.0,0.0,0.0,0.0,0.0,1
2,7,0.0,0.0,0.0,0.0,1.0,0
2,7,0.0,0.0,0.0,1.0,0.0,0
2,7,0.0,0.0,1.0,0.0,0.0,0
2,7,0.0,1.0,0.0,0.0,0.0,1
2,7,1.0,0.0,0.0,0.0,1.0,0
2,7,0.0,0.0,0.0,1.0,0.0,1
2,7,0.0,0.0,1.0,0.0,1.0,0
2,7,0.0,1.0,0.0,1.0,0.0,0
2,8,1.0,0.0,1.0,0.0,0.0,1
2,8,0.0,1.0,0.0,0.0,1.0,0
2,8,1.0,0.0,0.0,1.0,0.0,1
3,8,0.0,0.0,1.0,0.0,1.0,0
3,9,0.0,1.0,0.0,1.0,0.0,1
3,9,1.0,0.0,1.0,0.0,1.0,0
3,10,0.0,1.0,0.0,1.0,0.0,1
3,10,1.0,0.0,1.0,0.0,1.0,1
3,10,0.0,1.0,0.0,1.0,1.0,1
3,10,1.0,0.0,1.0,1.0,1.0,0
3,10,0.0,1.0,1.0,1.0,0.0,0
3,11,1.0,1.0,1.0,0.0,0.0,0
3,12,1.0,1.0,0.0,0.0,0.0,0
3,12,1.0,0.0,0.0,0.0,0.0,1
1,0,,,,,,1
1,0,,,,,1.0,0
1,1,,,,1.0,0.0,1
1,1,,,1.0,0.0,1.0,1
1,1,,1.0,0.0,1.0,1.0,1
1,1,1.0,0.0,1.0,1.0,1.0,0
1,2,0.0,1.0,1.0,1.0,0.0,0
1,3,1.0,1.0,1.0,0.0,0.0,1
1,3,1.0,1.0,0.0,0.0,1.0,1
1,3,1.0,0.0,0.0,1.0,1.0,0
1,3,0.0,0.0,1.0,1.0,0.0,0
2,4,0.0,1.0,1.0,0.0,0.0,1
2,4,1.0,1.0,0.0,0.0,1.0,0
2,4,1.0,0.0,0.0,1.0,0.0,1
2,4,0.0,0.0,1.0,0.0,1.0,1
2,4,0.0,1.0,0.0,1.0,1.0,0
2,5,1.0,0.0,1.0,1.0,0.0,1
2,5,0.0,1.0,1.0,0.0,1.0,0
2,5,1.0,1.0,0.0,1.0,0.0,1
2,5,1.0,0.0,1.0,0.0,1.0,0
2,6,0.0,1.0,0.0,1.0,0.0,0
2,7,1.0,0.0,1.0,0.0,0.0,0
2,7,0.0,1.0,0.0,0.0,0.0,0
2,8,1.0,0.0,0.0,0.0,0.0,0
3,9,0.0,0.0,0.0,0.0,0.0,0
3,9,0.0,0.0,0.0,0.0,0.0,0
3,9,0.0,0.0,0.0,0.0,0.0,1
3,9,0.0,0.0,0.0,0.0,1.0,1
3,9,0.0,0.0,0.0,1.0,1.0,0
3,10,0.0,0.0,1.0,1.0,0.0,0
3,10,0.0,1.0,1.0,0.0,0.0,0
3,10,1.0,1.0,0.0,0.0,0.0,1
3,10,1.0,0.0,0.0,0.0,1.0,0
3,10,0.0,0.0,0.0,1.0,0.0,0
3,10,0.0,0.0,1.0,0.0,0.0,0
3,10,0.0,1.0,0.0,0.0,0.0,0
3,10,1.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,1
3,10,0.0,0.0,0.0,0.0,1.0,0
3,10,0.0,0.0,0.0,1.0,0.0,1
3,10,0.0,0.0,1.0,0.0,1.0,0
3,10,0.0,1.0,0.0,1.0,0.0,1
1,0,,,,,,1
1,0,,,,,1.0,0
1,1,,,,1.0,0.0,0
1,1,,,1.0,0.0,0.0,1
1,1,,1.0,0.0,0.0,1.0,0
1,2,1.0,0.0,0.0,1.0,0.0,1
1,2,0.0,0.0,1.0,0.0,1.0,1
1,2,0.0,1.0,0.0,1.0,1.0,0
1,3,1.0,0.0,1.0,1.0,0.0,1
1,3,0.0,1.0,1.0,0.0,1.0,1
1,3,1.0,1.0,0.0,1.0,1.0,1
2,3,1.0,0.0,1.0,1.0,1.0,0
2,3,0.0,1.0,1.0,1.0,0.0,0
2,3,1.0,1.0,1.0,0.0,0.0,1
2,3,1.0,1.0,0.0,0.0,1.0,1
2,3,1.0,0.0,0.0,1.0,1.0,0
2,3,0.0,0.0,1.0,1.0,0.0,1
2,3,0.0,1.0,1.0,0.0,1.0,1
2,3,1.0,1.0,0.0,1.0,1.0,0
2,3,1.0,0.0,1.0,1.0,0.0,1
2,3,0.0,1.0,1.0,0.0,1.0,0
2,4,1.0,1.0,0.0,1.0,0.0,0
2,5,1.0,0.0,1.0,0.0,0.0,1
2,5,0.0,1.0,0.0,0.0,1.0,0
2,6,1.0,0.0,0.0,1.0,0.0,0
2,6,0.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,0
3,7,1.0,0.0,0.0,0.0,0.0,0
3,8,0.0,0.0,0.0,0.0,0.0,0
3,8,0.0,0.0,0.0,0.0,0.0,1
3,8,0.0,0.0,0.0,0.0,1.0,0
3,9,0.0,0.0,0.0,1.0,0.0,1
3,9,0.0,0.0,1.0,0.0,1.0,0
3,9,0.0,1.0,0.0,1.0,0.0,0
3,9,1.0,0.0,1.0,0.0,0.0,1
3,9,0.0,1.0,0.0,0.0,1.0,0
3,9,1.0,0.0,0.0,1.0,0.0,1
3,9,0.0,0.0,1.0,0.0,1.0,1
3,9,0.0,1.0,0.0,1.0,1.0,1
3,9,1.0,0.0,1.0,1.0,1.0,1
1,0,,,,,,0
1,1,,,,,0.0,1
1,1,,,,0.0,1.0,1
1,1,,,0.0,1.0,1.0,0
1,1,,0.0,1.0,1.0,0.0,0
1,1,0.0,1.0,1.0,0.0,0.0,0
1,1,1.0,1.0,0.0,0.0,0.0,0
1,2,1.0,0.0,0.0,0.0,0.0,1
1,2,0.0,0.0,0.0,0.0,1.0,0
1,3,0.0,0.0,0.0,1.0,0.0,0
1,3,0.0,0.0,1.0,0.0,0.0,1
1,3,0.0,1.0,0.0,0.0,1.0,1
1,3,1.0,0.0,0.0,1.0,1.0,0
1,4,0.0,0.0,1.0,1.0,0.0,1
2,4,0.0,1.0,1.0,0.0,1.0,1
2,4,1.0,1.0,0.0,1.0,1.0,0
2,4,1.0,0.0,1.0,1.0,0.0,1
2,4,0.0,1.0,1.0,0.0,1.0,1
2,4,1.0,1.0,0.0,1.0,1.0,0
2,4,1.0,0.0,1.0,1.0,0.0,1
2,4,0.0,1.0,1.0,0.0,1.0,0
2,4,1.0,1.0,0.0,1.0,0.0,1
2,4,1.0,0.0,1.0,0.0,1.0,0
2,4,0.0,1.0,0.0,1.0,0.0,0
2,5,1.0,0.0,1.0,0.0,0.0,1
2,5,0.0,1.0,0.0,0.0,1.0,1
2,5,1.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,1
2,5,0.0,1.0,1.0,0.0,1.0,0
2,5,1.0,1.0,0.0,1.0,0.0,1
3,5,1.0,0.0,1.0,0.0,1.0,1
3,5,0.0,1.0,0.0,1.0,1.0,1
3,5,1.0,0.0,1.0,1.0,1.0,0
3,5,0.0,1.0,1.0,1.0,0.0,1
3,5,1.0,1.0,1.0,0.0,1.0,0
3,5,1.0,1.0,0.0,1.0,0.0,0
3,5,1.0,0.0,1.0,0.0,0.0,1
3,5,0.0,1.0,0.0,0.0,1.0,0
3,6,1.0,0.0,0.0,1.0,0.0,0
3,6,0.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,1
3,7,1.0,0.0,0.0,0.0,1.0,1
1,0,,,,,,1
1,0,,,,,1.0,0
1,0,,,,1.0,0.0,1
1,0,,,1.0,0.0,1.0,0
1,0,,1.0,0.0,1.0,0.0,0
1,0,1.0,0.0,1.0,0.0,0.0,1
1,0,0.0,1.0,0.0,0.0,1.0,1
1,0,1.0,0.0,0.0,1.0,1.0,0
1,0,0.0,0.0,1.0,1.0,0.0,1
1,0,0.0,1.0,1.0,0.0,1.0,1
1,0,1.0,1.0,0.0,1.0,1.0,1
1,0,1.0,0.0,1.0,1.0,1.0,0
1,1,0.0,1.0,1.0,1.0,0.0,1
1,1,1.0,1.0,1.0,0.0,1.0,0
1,1,1.0,1.0,0.0,1.0,0.0,0
2,2,1.0,0.0,1.0,0.0,0.0,1
2,2,0.0,1.0,0.0,0.0,1.0,1
2,2,1.0,0.0,0.0,1.0,1.0,0
2,3,0.0,0.0,1.0,1.0,0.0,0
2,4,0.0,1.0,1.0,0.0,0.0,1
2,4,1.0,1.0,0.0,0.0,1.0,1
2,4,1.0,0.0,0.0,1.0,1.0,1
2,4,0.0,0.0,1.0,1.0,1.0,1
2,4,0.0,1.0,1.0,1.0,1.0,0
2,4,1.0,1.0,1.0,1.0,0.0,1
2,4,1.0,1.0,1.0,0.0,1.0,0
3,5,1.0,1.0,0.0,1.0,0.0,0
3,6,1.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,1
3,7,1.0,0.0,0.0,0.0,1.0,0
3,8,0.0,0.0,0.0,1.0,0.0,0
3,8,0.0,0.0,1.0,0.0,0.0,0
3,9,0.0,1.0,0.0,0.0,0.0,0
3,10,1.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,1
3,10,0.0,0.0,0.0,0.0,1.0,1
1,0,,,,,,1
1,0,,,,,1.0,1
1,0,,,,1.0,1.0,1
1,0,,,1.0,1.0,1.0,0
1,1,,1.0,1.0,1.0,0.0,0
1,1,1.0,1.0,1.0,0.0,0.0,0
1,1,1.0,1.0,0.0,0.0,0.0,0
1,1,1.0,0.0,0.0,0.0,0.0,1
1,1,0.0,0.0,0.0,0.0,1.0,1
1,1,0.0,0.0,0.0,1.0,1.0,0
1,2,0.0,0.0,1.0,1.0,0.0,0
1,3,0.0,1.0,1.0,0.0,0.0,1
1,3,1.0,1.0,0.0,0.0,1.0,1
2,3,1.0,0.0,0.0,1.0,1.0,1
2,3,0.0,0.0,1.0,1.0,1.0,0
2,3,0.0,1.0,1.0,1.0,0.0,1
2,3,1.0,1.0,1.0,0.0,1.0,1
2,3,1.0,1.0,0.0,1.0,1.0,1
2,3,1.0,0.0,1.0,1.0,1.0,0
2,4,0.0,1.0,1.0,1.0,0.0,1
2,4,1.0,1.0,1.0,0.0,1.0,0
2,4,1.0,1.0,0.0,1.0,0.0,0
2,5,1.0,0.0,1.0,0.0,0.0,1
2,5,0.0,1.0,0.0,0.0,1.0,1
2,5,1.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,1
3,5,0.0,1.0,1.0,0.0,1.0,1
3,5,1.0,1.0,0.0,1.0,1.0,0
3,5,1.0,0.0,1.0,1.0,0.0,0
3,5,0.0,1.0,1.0,0.0,0.0,0
3,5,1.0,1.0,0.0,0.0,0.0,1
3,5,1.0,0.0,0.0,0.0,1.0,1
3,5,0.0,0.0,0.0,1.0,1.0,1
3,5,0.0,0.0,1.0,1.0,1.0,0
3,6,0.0,1.0,1.0,1.0,0.0,0
3,7,1.0,1.0,1.0,0.0,0.0,0
3,7,1.0,1.0,0.0,0.0,0.0,1
3,7,1.0,0.0,0.0,0.0,1.0,1
1,0,,,,,,0
1,1,,,,,0.0,0
1,1,,,,0.0,0.0,0
1,1,,,0.0,0.0,0.0,1
1,1,,0.0,0.0,0.0,1.0,1
1,1,0.0,0.0,0.0,1.0,1.0,1
1,1,0.0,0.0,1.0,1.0,1.0,1
1,1,0.0,1.0,1.0,1.0,1.0,1
1,1,1.0,1.0,1.0,1.0,1.0,0
1,1,1.0,1.0,1.0,1.0,0.0,1
1,1,1.0,1.0,1.0,0.0,1.0,1
1,1,1.0,1.0,0.0,1.0,1.0,1
1,1,1.0,0.0,1.0,1.0,1.0,0
1,1,0.0,1.0,1.0,1.0,0.0,0
2,2,1.0,1.0,1.0,0.0,0.0,0
2,2,1.0,1.0,0.0,0.0,0.0,0
2,2,1.0,0.0,0.0,0.0,0.0,1
2,2,0.0,0.0,0.0,0.0,1.0,1
2,2,0.0,0.0,0.0,1.0,1.0,1
2,2,0.0,0.0,1.0,1.0,1.0,0
2,2,0.0,1.0,1.0,1.0,0.0,1
2,2,1.0,1.0,1.0,0.0,1.0,0
2,3,1.0,1.0,0.0,1.0,0.0,0
2,3,1.0,0.0,1.0,0.0,0.0,0
2,4,0.0,1.0,0.0,0.0,0.0,1
2,4,1.0,0.0,0.0,0.0,1.0,1
2,4,0.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,0
3,6,0.0,1.0,1.0,0.0,0.0,0
3,6,1.0,1.0,0.0,0.0,0.0,0
3,6,1.0,0.0,0.0,0.0,0.0,0
3,6,0.0,0.0,0.0,0.0,0.0,1
3,6,0.0,0.0,0.0,0.0,1.0,0
3,7,0.0,0.0,0.0,1.0,0.0,0
3,8,0.0,0.0,1.0,0.0,0.0,0
3,9,0.0,1.0,0.0,0.0,0.0,1
3,9,1.0,0.0,0.0,0.0,1.0,0
3,10,0.0,0.0,0.0,1.0,0.0,0
3,11,0.0,0.0,1.0,0.0,0.0,1
3,11,0.0,1.0,0.0,0.0,1.0,0
3,11,1.0,0.0,0.0,1.0,0.0,0
1,0,,,,,,1
1,0,,,,,1.0,1
1,0,,,,1.0,1.0,0
1,1,,,1.0,1.0,0.0,1
1,1,,1.0,1.0,0.0,1.0,0
1,2,1.0,1.0,0.0,1.0,0.0,0
1,2,1.0,0.0,1.0,0.0,0.0,1
1,2,0.0,1.0,0.0,0.0,1.0,1
1,2,1.0,0.0,0.0,1.0,1.0,1
1,2,0.0,0.0,1.0,1.0,1.0,0
1,2,0.0,1.0,1.0,1.0,0.0,1
1,2,1.0,1.0,1.0,0.0,1.0,1
2,2,1.0,1.0,0.0,1.0,1.0,0
2,2,1.0,0.0,1.0,1.0,0.0,1
2,2,0.0,1.0,1.0,0.0,1.0,1
2,2,1.0,1.0,0.0,1.0,1.0,0
2,2,1.0,0.0,1.0,1.0,0.0,1
2,2,0.0,1.0,1.0,0.0,1.0,0
2,2,1.0,1.0,0.0,1.0,0.0,0
2,3,1.0,0.0,1.0,0.0,0.0,0
2,4,0.0,1.0,0.0,0.0,0.0,0
2,5,1.0,0.0,0.0,0.0,0.0,0
2,5,0.0,0.0,0.0,0.0,0.0,1
2,5,0.0,0.0,0.0,0.0,1.0,1
2,5,0.0,0.0,0.0,1.0,1.0,0
2,5,0.0,0.0,1.0,1.0,0.0,1
2,5,0.0,1.0,1.0,0.0,1.0,0
3,6,1.0,1.0,0.0,1.0,0.0,0
3,7,1.0,0.0,1.0,0.0,0.0,0
3,8,0.0,1.0,0.0,0.0,0.0,0
3,9,1.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,10,0.0,0.0,0.0,0.0,0.0,0
3,11,0.0,0.0,0.0,0.0,0.0,1
3,11,0.0,0.0,0.0,0.0,1.0,1
3,11,0.0,0.0,0.0,1.0,1.0,1
3,11,0.0,0.0,1.0,1.0,1.0,0
1,0,,,,,,1
1,0,,,,,1.0,1
1,0,,,,1.0,1.0,1
1,0,,,1.0,1.0,1.0,1
1,0,,1.0,1.0,1.0,1.0,0
1,1,1.0,1.0,1.0,1.0,0.0,0
1,1,1.0,1.0,1.0,0.0,0.0,1
1,1,1.0,1.0,0.0,0.0,1.0,0
1,1,1.0,0.0,0.0,1.0,0.0,0
1,1,0.0,0.0,1.0,0.0,0.0,1
1,1,0.0,1.0,0.0,0.0,1.0,0
1,1,1.0,0.0,0.0,1.0,0.0,1
1,1,0.0,0.0,1.0,0.0,1.0,1
1,1,0.0,1.0,0.0,1.0,1.0,1
2,1,1.0,0.0,1.0,1.0,1.0,1
2,1,0.0,1.0,1.0,1.0,1.0,0
2,2,1.0,1.0,1.0,1.0,0.0,1
2,2,1.0,1.0,1.0,0.0,1.0,0
2,3,1.0,1.0,0.0,1.0,0.0,1
2,3,1.0,0.0,1.0,0.0,1.0,1
2,3,0.0,1.0,0.0,1.0,1.0,1
2,3,1.0,0.0,1.0,1.0,1.0,0
2,4,0.0,1.0,1.0,1.0,0.0,0
2,5,1.0,1.0,1.0,0.0,0.0,1
3,5,1.0,1.0,0.0,0.0,1.0,0
3,6,1.0,0.0,0.0,1.0,0.0,0
3,6,0.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,0
3,7,1.0,0.0,0.0,0.0,0.0,0
3,7,0.0,0.0,0.0,0.0,0.0,0
3,7,0.0,0.0,0.0,0.0,0.0,1
3,7,0.0,0.0,0.0,0.0,1.0,0
3,8,0.0,0.0,0.0,1.0,0.0,0
3,8,0.0,0.0,1.0,0.0,0.0,0
3,8,0.0,1.0,0.0,0.0,0.0,0
3,8,1.0,0.0,0.0,0.0,0.0,0
3,8,0.0,0.0,0.0,0.0,0.0,1
3,8,0.0,0.0,0.0,0.0,1.0,0
3,8,0.0,0.0,0.0,1.0,0.0,0
3,9,0.0,0.0,1.0,0.0,0.0,0
3,10,0.0,1.0,0.0,0.0,0.0,0
3,10,1.0,0.0,0.0,0.0,0.0,0
1,0,,,,,,0
1,1,,,,,0.0,0
1,1,,,,0.0,0.0,0
1,2,,,0.0,0.0,0.0,1
1,2,,0.0,0.0,0.0,1.0,0
1,2,0.0,0.0,0.0,1.0,0.0,0
1,2,0.0,0.0,1.0,0.0,0.0,0
1,2,0.0,1.0,0.0,0.0,0.0,1
1,2,1.0,0.0,0.0,0.0,1.0,0
1,2,0.0,0.0,0.0,1.0,0.0,0
1,2,0.0,0.0,1.0,0.0,0.0,0
1,2,0.0,1.0,0.0,0.0,0.0,0
1,2,1.0,0.0,0.0,0.0,0.0,0
1,2,0.0,0.0,0.0,0.0,0.0,1
1,2,0.0,0.0,0.0,0.0,1.0,1
1,2,0.0,0.0,0.0,1.0,1.0,1
1,2,0.0,0.0,1.0,1.0,1.0,0
1,2,0.0,1.0,1.0,1.0,0.0,1
1,2,1.0,1.0,1.0,0.0,1.0,0
1,2,1.0,1.0,0.0,1.0,0.0,1
1,2,1.0,0.0,1.0,0.0,1.0,1
2,2,0.0,1.0,0.0,1.0,1.0,0
2,3,1.0,0.0,1.0,1.0,0.0,0
2,3,0.0,1.0,1.0,0.0,0.0,0
2,4,1.0,1.0,0.0,0.0,0.0,1
2,4,1.0,0.0,0.0,0.0,1.0,1
2,4,0.0,0.0,0.0,1.0,1.0,1
2,4,0.0,0.0,1.0,1.0,1.0,1
2,4,0.0,1.0,1.0,1.0,1.0,0
2,4,1.0,1.0,1.0,1.0,0.0,0
2,5,1.0,1.0,1.0,0.0,0.0,0
2,6,1.0,1.0,0.0,0.0,0.0,1
2,6,1.0,0.0,0.0,0.0,1.0,0
3,7,0.0,0.0,0.0,1.0,0.0,0
3,7,0.0,0.0,1.0,0.0,0.0,0
3,7,0.0,1.0,0.0,0.0,0.0,1
3,7,1.0,0.0,0.0,0.0,1.0,0
3,7,0.0,0.0,0.0,1.0,0.0,0
3,8,0.0,0.0,1.0,0.0,0.0,0
3,8,0.0,1.0,0.0,0.0,0.0,0
3,9,1.0,0.0,0.0,0.0,0.0,1
3,9,0.0,0.0,0.0,0.0,1.0,1
3,9,0.0,0.0,0.0,1.0,1.0,1
1,0,,,,,,1
1,0,,,,,1.0,1
1,0,,,,1.0,1.0,1
1,0,,,1.0,1.0,1.0,0
1,0,,1.0,1.0,1.0,0.0,1
1,0,1.0,1.0,1.0,0.0,1.0,0
1,1,1.0,1.0,0.0,1.0,0.0,0
1,2,1.0,0.0,1.0,0.0,0.0,0
1,2,0.0,1.0,0.0,0.0,0.0,1
1,2,1.0,0.0,0.0,0.0,1.0,0
1,3,0.0,0.0,0.0,1.0,0.0,0
1,4,0.0,0.0,1.0,0.0,0.0,0
1,4,0.0,1.0,0.0,0.0,0.0,1
2,4,1.0,0.0,0.0,0.0,1.0,1
2,4,0.0,0.0,0.0,1.0,1.0,0
2,4,0.0,0.0,1.0,1.0,0.0,1
2,4,0.0,1.0,1.0,0.0,1.0,0
2,5,1.0,1.0,0.0,1.0,0.0,0
2,5,1.0,0.0,1.0,0.0,0.0,1
2,5,0.0,1.0,0.0,0.0,1.0,0
2,5,1.0,0.0,0.0,1.0,0.0,0
2,5,0.0,0.0,1.0,0.0,0.0,0
2,5,0.0,1.0,0.0,0.0,0.0,0
2,5,1.0,0.0,0.0,0.0,0.0,1
2,5,0.0,0.0,0.0,0.0,1.0,1
2,5,0.0,0.0,0.0,1.0,1.0,1
2,5,0.0,0.0,1.0,1.0,1.0,0
2,6,0.0,1.0,1.0,1.0,0.0,1
2,6,1.0,1.0,1.0,0.0,1.0,0
3,7,1.0,1.0,0.0,1.0,0.0,0
3,7,1.0,0.0,1.0,0.0,0.0,1
3,7,0.0,1.0,0.0,0.0,1.0,0
3,8,1.0,0.0,0.0,1.0,0.0,1
3,8,0.0,0.0,1.0,0.0,1.0,0
3,8,0.0,1.0,0.0,1.0,0.0,1
3,8,1.0,0.0,1.0,0.0,1.0,0
3,9,0.0,1.0,0.0,1.0,0.0,0
3,10,1.0,0.0,1.0,0.0,0.0,0
3,11,0.0,1.0,0.0,0.0,0.0,0
3,12,1.0,0.0,0.0,0.0,0.0,0
1,0,,,,,,1
1,0,,,,,1.0,1
1,0,,,,1.0,1.0,0
1,1,,,1.0,1.0,0.0,0
1,2,,1.0,1.0,0.0,0.0,0
1,2,1.0,1.0,0.0,0.0,0.0,0
